Brand_Name,Registered_Users_Count,Percentage_Share_of_Brand,Quarter,Year,State
Xiaomi,655082,0.243520561714883,1,2018,gujarat
Samsung,589816,0.219258541111534,1,2018,gujarat
Vivo,424397,0.15776558633897902,1,2018,gujarat
Oppo,297896,0.11074003140464402,1,2018,gujarat
Apple,124833,0.046405491649219005,1,2018,gujarat
Realme,107796,0.040072147411496006,1,2018,gujarat
OnePlus,85786,0.03189013727636,1,2018,gujarat
Lenovo,74654,0.027751921155310003,1,2018,gujarat
Motorola,65692,0.024420382089836,1,2018,gujarat
Huawei,32104,0.011934359535591,1,2018,gujarat
Others,231992,0.086240840312143,1,2018,gujarat
Xiaomi,877057,0.245961874180589,2,2018,gujarat
Samsung,771605,0.216388914206389,2,2018,gujarat
Vivo,588311,0.16498594294447902,2,2018,gujarat
Oppo,406366,0.11396128525656701,2,2018,gujarat
Apple,158941,0.044573415689216,2,2018,gujarat
Realme,139735,0.039187284849929005,2,2018,gujarat
OnePlus,104673,0.029354497206116003,2,2018,gujarat
Lenovo,94848,0.026599174104169003,2,2018,gujarat
Motorola,82342,0.023091991334403,2,2018,gujarat
Huawei,42387,0.011887010719819001,2,2018,gujarat
Others,299560,0.08400860950831801,2,2018,gujarat
Xiaomi,1090580,0.246003830656212,3,2018,gujarat
Samsung,952941,0.214956386866953,3,2018,gujarat
Vivo,773925,0.174575468686945,3,2018,gujarat
Oppo,521622,0.11766308767312302,3,2018,gujarat
Apple,186759,0.042127518760222006,3,2018,gujarat
Realme,171742,0.038740110660895,3,2018,gujarat
OnePlus,121797,0.027473939153876,3,2018,gujarat
Lenovo,107576,0.024266086015397002,3,2018,gujarat
Motorola,95285,0.021493585985509003,3,2018,gujarat
Huawei,53733,0.012120636571961002,3,2018,gujarat
Others,357223,0.08057934896890101,3,2018,gujarat
Xiaomi,1363826,0.24445531847773003,4,2018,gujarat
Samsung,1194869,0.21417107602741603,4,2018,gujarat
Vivo,1025717,0.18385188132725303,4,2018,gujarat
Oppo,679260,0.12175212939860601,4,2018,gujarat
Apple,230209,0.041263192233789006,4,2018,gujarat
Realme,212094,0.03801621784393,4,2018,gujarat
OnePlus,145412,0.026063982333878,4,2018,gujarat
Lenovo,127399,0.022835290659324003,4,2018,gujarat
Motorola,112287,0.020126580917147002,4,2018,gujarat
Huawei,68005,0.012189373082107002,4,2018,gujarat
Others,419962,0.07527495769881501,4,2018,gujarat
Xiaomi,1611706,0.24226941425044501,1,2019,gujarat
Samsung,1419211,0.213333832391136,1,2019,gujarat
Vivo,1271697,0.191159732168303,1,2019,gujarat
Oppo,837507,0.125892892575102,1,2019,gujarat
Apple,266733,0.040094935224702005,1,2019,gujarat
Realme,248960,0.037423322474316005,1,2019,gujarat
OnePlus,164369,0.024707720484338003,1,2019,gujarat
Lenovo,143180,0.021522619343961002,1,2019,gujarat
Motorola,124721,0.018747888023454,1,2019,gujarat
Huawei,81525,0.012254725115354002,1,2019,gujarat
Others,482927,0.072592917948884,1,2019,gujarat
Xiaomi,1819154,0.24016359842606402,2,2019,gujarat
Samsung,1612210,0.21284297811976602,2,2019,gujarat
Vivo,1487567,0.19638768549549102,2,2019,gujarat
Oppo,976688,0.128941752385755,2,2019,gujarat
Apple,301303,0.039777837773255005,2,2019,gujarat
Realme,281975,0.037226167034890005,2,2019,gujarat
OnePlus,180243,0.0237955706175,2,2019,gujarat
Lenovo,158443,0.020917547951092002,2,2019,gujarat
Motorola,134995,0.017821957332653002,2,2019,gujarat
Huawei,92218,0.012174563956462001,2,2019,gujarat
Others,529849,0.069950340907065,2,2019,gujarat
Xiaomi,2007322,0.238136291048638,3,2019,gujarat
Samsung,1784247,0.211672050072016,3,2019,gujarat
Vivo,1706171,0.20240959538865502,3,2019,gujarat
Oppo,1111618,0.131875497594758,3,2019,gujarat
Apple,330663,0.039227817164867,3,2019,gujarat
Realme,318122,0.037740030339414005,3,2019,gujarat
OnePlus,194687,0.023096463893379,3,2019,gujarat
Lenovo,161748,0.019188784263080003,3,2019,gujarat
Motorola,141326,0.016766044246383,3,2019,gujarat
Huawei,102241,0.01212924111483,3,2019,gujarat
Others,571154,0.067758184873973,3,2019,gujarat
Xiaomi,2194279,0.23534173141227002,4,2019,gujarat
Samsung,1961599,0.210386238484978,4,2019,gujarat
Vivo,1944394,0.20854096061058303,4,2019,gujarat
Oppo,1262789,0.135437175340223,4,2019,gujarat
Realme,362885,0.038920294184806005,4,2019,gujarat
Apple,353958,0.037962851837539,4,2019,gujarat
OnePlus,206534,0.022151271171761,4,2019,gujarat
Lenovo,169920,0.018224331090792002,4,2019,gujarat
Motorola,147476,0.015817157791582,4,2019,gujarat
Huawei,111054,0.011910810175122001,4,2019,gujarat
Others,608911,0.065307177900338,4,2019,gujarat
Xiaomi,2375291,0.23151338670581903,1,2020,gujarat
Vivo,2206536,0.21506527926401903,1,2020,gujarat
Samsung,2139753,0.208556115332369,1,2020,gujarat
Oppo,1429059,0.139286634308146,1,2020,gujarat
Realme,411217,0.040080242943288005,1,2020,gujarat
Apple,377075,0.036752511709974005,1,2020,gujarat
OnePlus,216733,0.021124397322649,1,2020,gujarat
Lenovo,183981,0.01793214574531,1,2020,gujarat
Motorola,152517,0.014865432151349,1,2020,gujarat
Huawei,119412,0.011638774589435,1,2020,gujarat
Others,648269,0.063185079927636,1,2020,gujarat
Xiaomi,2596510,0.22791083765622003,2,2020,gujarat
Vivo,2517289,0.22095714809986802,2,2020,gujarat
Samsung,2358840,0.207049154556307,2,2020,gujarat
Oppo,1638925,0.14385801310440502,2,2020,gujarat
Realme,464677,0.040787412453477,2,2020,gujarat
Apple,399962,0.035106999183772004,2,2020,gujarat
OnePlus,225499,0.019793363391876,2,2020,gujarat
Lenovo,199446,0.017506539519271003,2,2020,gujarat
Motorola,159087,0.013963994527352001,2,2020,gujarat
Huawei,128197,0.011252598932803,2,2020,gujarat
Others,704225,0.061813938574645004,2,2020,gujarat
Vivo,2833786,0.22728751804541703,3,2020,gujarat
Xiaomi,2792901,0.22400828306603301,3,2020,gujarat
Samsung,2570866,0.20619967505215603,3,2020,gujarat
Oppo,1827108,0.146545590429526,3,2020,gujarat
Realme,525717,0.042165820610406,3,2020,gujarat
Apple,425591,0.034135083627510006,3,2020,gujarat
OnePlus,236755,0.018989244895289,3,2020,gujarat
Lenovo,211958,0.017000369029231,3,2020,gujarat
Motorola,164618,0.013203402319582001,3,2020,gujarat
Huawei,135946,0.010903727002745,3,2020,gujarat
Others,742601,0.059561285922100006,3,2020,gujarat
Vivo,3159752,0.232245854766003,4,2020,gujarat
Xiaomi,2998305,0.22037929165775702,4,2020,gujarat
Samsung,2800655,0.20585176127103702,4,2020,gujarat
Oppo,2016643,0.14822586623661502,4,2020,gujarat
Realme,592948,0.043582444157577005,4,2020,gujarat
Apple,456563,0.033557970432341,4,2020,gujarat
OnePlus,249222,0.018318139023724003,4,2020,gujarat
Lenovo,223106,0.016398579278824002,4,2020,gujarat
Motorola,170289,0.012516461533135001,4,2020,gujarat
Huawei,144035,0.010586758609922,4,2020,gujarat
Others,793685,0.058336873033059004,4,2020,gujarat
Vivo,3492512,0.238069666204639,1,2021,gujarat
Xiaomi,3197714,0.21797454227727803,1,2021,gujarat
Samsung,2987011,0.20361181628569502,1,2021,gujarat
Oppo,2188804,0.149201445168228,1,2021,gujarat
Realme,666628,0.045441191166319006,1,2021,gujarat
Apple,489078,0.033338363964972,1,2021,gujarat
OnePlus,264150,0.018005980316733002,1,2021,gujarat
Lenovo,224880,0.015329111692701002,1,2021,gujarat
Motorola,174216,0.011875562622979001,1,2021,gujarat
Huawei,149907,0.010218521640509001,1,2021,gujarat
Others,835226,0.056933798659943004,1,2021,gujarat
Vivo,3834323,0.24366596528046103,2,2021,gujarat
Xiaomi,3362430,0.21367781265114602,2,2021,gujarat
Samsung,3154317,0.20045251706900202,2,2021,gujarat
Oppo,2364362,0.15025196077702402,2,2021,gujarat
Realme,790357,0.050226102840363,2,2021,gujarat
Apple,529166,0.033627773190625,2,2021,gujarat
OnePlus,293085,0.018625149585526,2,2021,gujarat
Lenovo,218253,0.013869678668269,2,2021,gujarat
Motorola,173429,0.011021174974728001,2,2021,gujarat
Huawei,146703,0.009322774347528,2,2021,gujarat
Others,869556,0.055259090615322005,2,2021,gujarat
Vivo,4261214,0.251447105438024,3,2021,gujarat
Xiaomi,3544088,0.20913070055097802,3,2021,gujarat
Samsung,3267319,0.19279902513524502,3,2021,gujarat
Oppo,2580826,0.152290222302657,3,2021,gujarat
Realme,932371,0.055017652045721004,3,2021,gujarat
Apple,569577,0.033609785374326004,3,2021,gujarat
OnePlus,345805,0.020405374218707,3,2021,gujarat
Lenovo,210237,0.012405733461397,3,2021,gujarat
Motorola,172358,0.010170557075773001,3,2021,gujarat
Tecno,161791,0.009547016093517,3,2021,gujarat
Others,901175,0.05317682830365,3,2021,gujarat
Vivo,4645259,0.256089504714127,4,2021,gujarat
Xiaomi,3700589,0.204010584589696,4,2021,gujarat
Samsung,3390165,0.18689715164411003,4,2021,gujarat
Oppo,2791203,0.153876843858778,4,2021,gujarat
Realme,1116664,0.06156081516490101,4,2021,gujarat
Apple,635160,0.035015875285796,4,2021,gujarat
OnePlus,397948,0.021938562784546003,4,2021,gujarat
Lenovo,199946,0.011022866993976001,4,2021,gujarat
Tecno,187064,0.010312692383749001,4,2021,gujarat
Motorola,174499,0.009619993736218,4,2021,gujarat
Others,900704,0.049655108844099,4,2021,gujarat
Vivo,4996272,0.25934028378670604,1,2022,gujarat
Xiaomi,3842766,0.199465526489731,1,2022,gujarat
Samsung,3511762,0.182284181820239,1,2022,gujarat
Oppo,2996365,0.155531594242377,1,2022,gujarat
Realme,1272108,0.06603100266105101,1,2022,gujarat
Apple,693504,0.035997544602698,1,2022,gujarat
OnePlus,441053,0.022893631528663003,1,2022,gujarat
Tecno,223305,0.011591038692647,1,2022,gujarat
Lenovo,203354,0.010555446955082001,1,2022,gujarat
Motorola,174739,0.009070135062423,1,2022,gujarat
Others,910086,0.047239614158378004,1,2022,gujarat
Xiaomi,444407,0.24056368097774203,1,2018,haryana
Samsung,394835,0.213729668927013,1,2018,haryana
Vivo,256267,0.138720886109181,1,2018,haryana
Oppo,192587,0.10425001772802901,1,2018,haryana
Apple,100085,0.054177400469968,1,2018,haryana
Realme,89281,0.048329045225151,1,2018,haryana
OnePlus,55486,0.03003534238374,1,2018,haryana
Motorola,53420,0.028916987891349003,1,2018,haryana
Lenovo,34977,0.018933535856902002,1,2018,haryana
Huawei,29629,0.01603858918444,1,2018,haryana
Others,196383,0.10630484524647901,1,2018,haryana
Xiaomi,599986,0.24517033811004402,2,2018,haryana
Samsung,516011,0.210855905535299,2,2018,haryana
Vivo,351564,0.143658459942931,2,2018,haryana
Oppo,260510,0.10645135850011,2,2018,haryana
Apple,127528,0.052111354062424,2,2018,haryana
Realme,116691,0.047683065812200005,2,2018,haryana
Motorola,68775,0.028103305749664003,2,2018,haryana
OnePlus,67358,0.027524281623931002,2,2018,haryana
Lenovo,44001,0.017979986278313,2,2018,haryana
Huawei,39423,0.016109292949022,2,2018,haryana
Others,255374,0.10435265143605701,2,2018,haryana
Xiaomi,751015,0.248647694773999,3,2018,haryana
Samsung,630157,0.20863376283522903,3,2018,haryana
Vivo,451732,0.149560422169528,3,2018,haryana
Oppo,328450,0.10874394698976701,3,2018,haryana
Apple,152459,0.050476460387008,3,2018,haryana
Realme,143729,0.047586112823541006,3,2018,haryana
Motorola,81942,0.027129537233172,3,2018,haryana
OnePlus,79279,0.026247865347546,3,2018,haryana
Huawei,50399,0.016686211552252,3,2018,haryana
Lenovo,49707,0.016457102673223003,3,2018,haryana
Others,301529,0.09983088321472801,3,2018,haryana
Xiaomi,948615,0.250091021041217,4,2018,haryana
Samsung,785842,0.20717786262822302,4,2018,haryana
Vivo,591623,0.15597434168916602,4,2018,haryana
Oppo,427382,0.11267416259982901,4,2018,haryana
Apple,187472,0.049424754928647,4,2018,haryana
Realme,179167,0.047235240816233,4,2018,haryana
Motorola,98841,0.026058249775446,4,2018,haryana
OnePlus,93582,0.024671777202636,4,2018,haryana
Huawei,65203,0.017189992615497002,4,2018,haryana
Lenovo,59641,0.015723637709628,4,2018,haryana
Others,355711,0.09377895899347201,4,2018,haryana
Xiaomi,1136307,0.250355878589934,1,2019,haryana
Samsung,934852,0.2059704761227,1,2019,haryana
Vivo,732478,0.161382595757834,1,2019,haryana
Oppo,527926,0.11631484938530601,1,2019,haryana
Apple,216144,0.047621743967028,1,2019,haryana
Realme,213023,0.046934112282036006,1,2019,haryana
Motorola,111982,0.024672339426104,1,2019,haryana
OnePlus,105006,0.023135358126997,1,2019,haryana
Huawei,80507,0.017737636675334,1,2019,haryana
Lenovo,67191,0.014803800239139001,1,2019,haryana
Others,413351,0.09107120942758201,1,2019,haryana
Xiaomi,1301537,0.251357562625168,2,2019,haryana
Samsung,1060392,0.20478676253324102,2,2019,haryana
Vivo,854882,0.165097923341502,2,2019,haryana
Oppo,615320,0.11883283797119701,2,2019,haryana
Realme,244076,0.047136845479844,2,2019,haryana
Apple,243241,0.046975587240707,2,2019,haryana
Motorola,122500,0.023657645861456,2,2019,haryana
OnePlus,114507,0.022114008609451,2,2019,haryana
Huawei,92344,0.017833809383105,2,2019,haryana
Lenovo,72976,0.014093390729679,2,2019,haryana
Others,456255,0.08811362622464501,2,2019,haryana
Xiaomi,1453801,0.251359498125092,3,2019,haryana
Samsung,1177753,0.203631310609445,3,2019,haryana
Vivo,977699,0.169042344830829,3,2019,haryana
Oppo,699529,0.12094726744853501,3,2019,haryana
Realme,278941,0.048228381853163006,3,2019,haryana
Apple,268393,0.046404652205004004,3,2019,haryana
Motorola,129804,0.022442870994468,3,2019,haryana
OnePlus,123917,0.021425019606649002,3,2019,haryana
Huawei,103942,0.017971379132438,3,2019,haryana
Lenovo,73965,0.012788411397999001,3,2019,haryana
Others,496008,0.085758863796373,3,2019,haryana
Xiaomi,1597800,0.25096286462691103,4,2019,haryana
Samsung,1285177,0.20185987074265802,4,2019,haryana
Vivo,1103105,0.17326222980615102,4,2019,haryana
Oppo,785251,0.12333761447687201,4,2019,haryana
Realme,319391,0.050166028474185005,4,2019,haryana
Apple,288206,0.045267870423497,4,2019,haryana
Motorola,136766,0.021481529067195002,4,2019,haryana
OnePlus,130817,0.020547132971522,4,2019,haryana
Huawei,113928,0.017894415597205,4,2019,haryana
Lenovo,76631,0.012036259406199,4,2019,haryana
Others,529607,0.0831841844076,4,2019,haryana
Xiaomi,1753322,0.24980473786717602,1,2020,haryana
Samsung,1400065,0.199474409333829,1,2020,haryana
Vivo,1250165,0.17811739093886803,1,2020,haryana
Oppo,881733,0.125625002671408,1,2020,haryana
Realme,364011,0.051862505823669004,1,2020,haryana
Apple,308315,0.043927212317827,1,2020,haryana
Motorola,143514,0.020447172367808002,1,2020,haryana
OnePlus,137007,0.019520086852824,1,2020,haryana
Huawei,123916,0.017654945239692,1,2020,haryana
Lenovo,80705,0.011498453432723,1,2020,haryana
Others,576017,0.08206808315417001,1,2020,haryana
Xiaomi,1914791,0.24922834906398303,2,2020,haryana
Samsung,1520490,0.19790630542356602,2,2020,haryana
Vivo,1398622,0.18204402048294901,2,2020,haryana
Oppo,984512,0.12814364617009402,2,2020,haryana
Realme,407778,0.053076203995429005,2,2020,haryana
Apple,326534,0.042501520914428007,2,2020,haryana
Motorola,151138,0.019672055185569002,2,2020,haryana
OnePlus,142338,0.018526651080493003,2,2020,haryana
Huawei,133152,0.017331005386262,2,2020,haryana
Lenovo,83928,0.010924031333049,2,2020,haryana
Others,619595,0.080646210964172,2,2020,haryana
Xiaomi,2075024,0.24706149057200402,3,2020,haryana
Samsung,1655037,0.197055989796657,3,2020,haryana
Vivo,1573430,0.187339501186833,3,2020,haryana
Oppo,1092131,0.13003392382926302,3,2020,haryana
Realme,459785,0.05474402582459201,3,2020,haryana
Apple,348330,0.041473702960036,3,2020,haryana
Motorola,158324,0.018850752296514003,3,2020,haryana
OnePlus,149108,0.017753454772672,3,2020,haryana
Huawei,142260,0.016938101751484,3,2020,haryana
Lenovo,87838,0.01045837889531,3,2020,haryana
Others,657549,0.078290678114629,3,2020,haryana
Xiaomi,2236661,0.24498270676930503,4,2020,haryana
Samsung,1795147,0.19662343605436702,4,2020,haryana
Vivo,1744266,0.19105041220179,4,2020,haryana
Oppo,1196039,0.131002808034679,4,2020,haryana
Realme,514733,0.056378987966207,4,2020,haryana
Apple,374080,0.040973187688372006,4,2020,haryana
Motorola,165075,0.018080755340189002,4,2020,haryana
OnePlus,156430,0.017133863745968002,4,2020,haryana
Huawei,151226,0.016563866770107002,4,2020,haryana
Lenovo,91990,0.010075715182456,4,2020,haryana
Others,704226,0.07713426024655501,4,2020,haryana
Xiaomi,2382996,0.24247242927154802,1,2021,haryana
Vivo,1922898,0.195656958426032,1,2021,haryana
Samsung,1913165,0.19466661511278302,1,2021,haryana
Oppo,1300515,0.132328812702198,1,2021,haryana
Realme,577867,0.058798594410507006,1,2021,haryana
Apple,401563,0.040859471067333,1,2021,haryana
Motorola,169504,0.017247215963117003,1,2021,haryana
OnePlus,165335,0.016823015688491,1,2021,haryana
Huawei,157570,0.016032918511117,1,2021,haryana
Lenovo,92713,0.009433648371651001,1,2021,haryana
Others,743779,0.075680320475218,1,2021,haryana
Xiaomi,2505880,0.23796188515101802,2,2021,haryana
Vivo,2114734,0.20081811149494502,2,2021,haryana
Samsung,2016108,0.19145244798156602,2,2021,haryana
Oppo,1416092,0.13447408569735,2,2021,haryana
Realme,673053,0.06391405840924,2,2021,haryana
Apple,434298,0.041241548197566,2,2021,haryana
OnePlus,181344,0.017220680998621,2,2021,haryana
Motorola,169562,0.016101845726841,2,2021,haryana
Huawei,154484,0.014670017664720002,2,2021,haryana
Tecno,108879,0.010339302797164001,2,2021,haryana
Others,756160,0.07180601588096501,2,2021,haryana
Xiaomi,2638176,0.232944611974426,3,2021,haryana
Vivo,2357220,0.208136871170974,3,2021,haryana
Samsung,2089070,0.184459869446698,3,2021,haryana
Oppo,1560205,0.13776235866203,3,2021,haryana
Realme,781719,0.06902391240312801,3,2021,haryana
Apple,467144,0.041247694549636005,3,2021,haryana
OnePlus,210246,0.018564217432489,3,2021,haryana
Motorola,168742,0.014899513798089,3,2021,haryana
Huawei,153598,0.013562334927634001,3,2021,haryana
Tecno,134477,0.011873996497763,3,2021,haryana
Others,764739,0.06752461913712701,3,2021,haryana
Xiaomi,2742821,0.22637187378238702,4,2021,haryana
Vivo,2569078,0.21203242966023203,4,2021,haryana
Samsung,2176063,0.17959591923006402,4,2021,haryana
Oppo,1697572,0.140104860842364,4,2021,haryana
Realme,916660,0.07565424131628101,4,2021,haryana
Apple,529430,0.043695181397768006,4,2021,haryana
OnePlus,238331,0.019670053222733002,4,2021,haryana
Motorola,170147,0.014042657252679001,4,2021,haryana
Tecno,156987,0.012956529554599002,4,2021,haryana
Huawei,147354,0.012161493983504001,4,2021,haryana
Others,771996,0.063714759757384,4,2021,haryana
Xiaomi,2837979,0.22056280770604503,1,2022,haryana
Vivo,2767906,0.21511685563085903,1,2022,haryana
Samsung,2259241,0.17558429369795,1,2022,haryana
Oppo,1825605,0.14188285556806302,1,2022,haryana
Realme,1043668,0.081112067563908,1,2022,haryana
Apple,578053,0.044925276995672,1,2022,haryana
OnePlus,267015,0.020751942878939,1,2022,haryana
Tecno,184983,0.014376558056943002,1,2022,haryana
Motorola,170641,0.013261922681516,1,2022,haryana
Huawei,145049,0.011272956810094001,1,2022,haryana
Others,786848,0.061152462410006006,1,2022,haryana
Xiaomi,63002,0.27708654941439803,1,2018,himachal-pradesh
Samsung,36283,0.159574795600181,1,2018,himachal-pradesh
Vivo,20480,0.09007226011883501,1,2018,himachal-pradesh
Oppo,20074,0.08828664793093201,1,2018,himachal-pradesh
Realme,10722,0.047155994775105,1,2018,himachal-pradesh
Apple,7525,0.033095398310265,1,2018,himachal-pradesh
Motorola,7048,0.030997523892458002,1,2018,himachal-pradesh
Micromax,6997,0.030773222854076004,1,2018,himachal-pradesh
Lenovo,5750,0.025288842562661003,1,2018,himachal-pradesh
Gionee,5569,0.024492793779384,1,2018,himachal-pradesh
Others,43923,0.193175970761699,1,2018,himachal-pradesh
Xiaomi,89506,0.283876574299315,2,2018,himachal-pradesh
Samsung,49124,0.15580131874823502,2,2018,himachal-pradesh
Vivo,29637,0.09399649221849701,2,2018,himachal-pradesh
Oppo,28884,0.09160828293143901,2,2018,himachal-pradesh
Realme,14951,0.047418482139175,2,2018,himachal-pradesh
Apple,9926,0.031481228928731,2,2018,himachal-pradesh
Motorola,9613,0.030488520420299002,2,2018,himachal-pradesh
Micromax,9566,0.030339455564400004,2,2018,himachal-pradesh
Lenovo,7690,0.024389547699168002,2,2018,himachal-pradesh
Gionee,7275,0.023073336737509,2,2018,himachal-pradesh
Others,59127,0.18752676031322602,2,2018,himachal-pradesh
Xiaomi,119009,0.291950622372029,3,2018,himachal-pradesh
Samsung,63923,0.156814691610611,3,2018,himachal-pradesh
Vivo,41723,0.10235407252584401,3,2018,himachal-pradesh
Oppo,39284,0.096370763969639,3,2018,himachal-pradesh
Realme,19585,0.048045550665548005,3,2018,himachal-pradesh
Motorola,12222,0.029982778669100003,3,2018,himachal-pradesh
Apple,12074,0.029619707875201004,3,2018,himachal-pradesh
Micromax,10555,0.025893325875662003,3,2018,himachal-pradesh
Gionee,8800,0.021587993150718,3,2018,himachal-pradesh
Lenovo,8462,0.020758817959247,3,2018,himachal-pradesh
Others,71997,0.176621675326395,3,2018,himachal-pradesh
Xiaomi,155301,0.295056645571423,4,2018,himachal-pradesh
Samsung,82316,0.156392314517339,4,2018,himachal-pradesh
Vivo,57665,0.109557835859886,4,2018,himachal-pradesh
Oppo,53543,0.10172644074301301,4,2018,himachal-pradesh
Realme,25714,0.048854074244361,4,2018,himachal-pradesh
Apple,15419,0.029294585469931002,4,2018,himachal-pradesh
Motorola,15298,0.029064697355146003,4,2018,himachal-pradesh
Micromax,11894,0.022597431712780003,4,2018,himachal-pradesh
Lenovo,10676,0.020283351350735,4,2018,himachal-pradesh
Lava,10441,0.019836874433591,4,2018,himachal-pradesh
Others,88076,0.16733574874179002,4,2018,himachal-pradesh
Xiaomi,194324,0.297493130028092,1,2019,himachal-pradesh
Samsung,100938,0.15452729235079302,1,2019,himachal-pradesh
Vivo,74159,0.113530974196462,1,2019,himachal-pradesh
Oppo,69132,0.105835074746825,1,2019,himachal-pradesh
Realme,31948,0.04890960724428001,1,2019,himachal-pradesh
Apple,18364,0.028113685596405,1,2019,himachal-pradesh
Motorola,17796,0.027244127035157002,1,2019,himachal-pradesh
Micromax,14398,0.022042084797268,1,2019,himachal-pradesh
Lava,13189,0.020191211028696,1,2019,himachal-pradesh
Lenovo,12312,0.018848600362826002,1,2019,himachal-pradesh
Others,106645,0.16326421261319102,1,2019,himachal-pradesh
Xiaomi,230589,0.29845729307289703,2,2019,himachal-pradesh
Samsung,119387,0.154525674893832,2,2019,himachal-pradesh
Vivo,90320,0.11690350671690301,2,2019,himachal-pradesh
Oppo,84572,0.10946372198917101,2,2019,himachal-pradesh
Realme,38005,0.049190852222939,2,2019,himachal-pradesh
Apple,21238,0.027488891448777003,2,2019,himachal-pradesh
Motorola,20278,0.026246338675878,2,2019,himachal-pradesh
Micromax,15816,0.020471056933509,2,2019,himachal-pradesh
Lava,15031,0.019455011176503,2,2019,himachal-pradesh
Gionee,14637,0.018945046809292,2,2019,himachal-pradesh
Others,122730,0.158852606060292,2,2019,himachal-pradesh
Xiaomi,263685,0.30094706134784405,3,2019,himachal-pradesh
Samsung,132840,0.15161199017557903,3,2019,himachal-pradesh
Vivo,105663,0.120594532655241,3,2019,himachal-pradesh
Oppo,97560,0.111346475169599,3,2019,himachal-pradesh
Realme,44753,0.051077171005176,3,2019,himachal-pradesh
Apple,23709,0.027059384786757002,3,2019,himachal-pradesh
Motorola,21767,0.024842955360974,3,2019,himachal-pradesh
Micromax,17578,0.020061996110406002,3,2019,himachal-pradesh
Lava,17474,0.019943299580909003,3,2019,himachal-pradesh
Gionee,16473,0.01880084548451,3,2019,himachal-pradesh
Others,134682,0.15371428832300002,3,2019,himachal-pradesh
Xiaomi,297684,0.301927592309915,4,2019,himachal-pradesh
Samsung,148745,0.15086541338512702,4,2019,himachal-pradesh
Vivo,122794,0.12454447256185601,4,2019,himachal-pradesh
Oppo,112857,0.11446581705876001,4,2019,himachal-pradesh
Realme,53624,0.054388429374863004,4,2019,himachal-pradesh
Apple,25839,0.026207344223055002,4,2019,himachal-pradesh
Motorola,23421,0.023754874764819002,4,2019,himachal-pradesh
Lava,19583,0.019862162696702,4,2019,himachal-pradesh
Micromax,18835,0.019103499688116,4,2019,himachal-pradesh
Gionee,18172,0.018431048385051,4,2019,himachal-pradesh
Others,144391,0.146449345551729,4,2019,himachal-pradesh
Xiaomi,333918,0.30190818471553504,1,2020,himachal-pradesh
Samsung,165251,0.149409823466919,1,2020,himachal-pradesh
Vivo,142220,0.12858660518523501,1,2020,himachal-pradesh
Oppo,129752,0.11731380393752401,1,2020,himachal-pradesh
Realme,63582,0.057486946497592006,1,2020,himachal-pradesh
Apple,28072,0.025380981442553,1,2020,himachal-pradesh
Motorola,24777,0.022401844442937,1,2020,himachal-pradesh
Lava,23152,0.020932619063764,1,2020,himachal-pradesh
Micromax,18804,0.017001424018444,1,2020,himachal-pradesh
Huawei,18646,0.016858570104654,1,2020,himachal-pradesh
Others,157851,0.14271919712483802,1,2020,himachal-pradesh
Xiaomi,375976,0.300812806482609,2,2020,himachal-pradesh
Samsung,184898,0.14793414019251602,2,2020,himachal-pradesh
Vivo,166131,0.13291894257549,2,2020,himachal-pradesh
Oppo,150002,0.120014369528917,2,2020,himachal-pradesh
Realme,74053,0.059248704062112,2,2020,himachal-pradesh
Apple,30105,0.024086562810283003,2,2020,himachal-pradesh
Motorola,26497,0.021199855664642,2,2020,himachal-pradesh
Lava,25049,0.020041332397767002,2,2020,himachal-pradesh
Gionee,21296,0.017038612908413003,2,2020,himachal-pradesh
Micromax,20603,0.016484153913976,2,2020,himachal-pradesh
Others,175257,0.14022051946327002,2,2020,himachal-pradesh
Xiaomi,412600,0.29928175280748903,3,2020,himachal-pradesh
Samsung,204813,0.148562272510325,3,2020,himachal-pradesh
Vivo,190933,0.13849433569750902,3,2020,himachal-pradesh
Oppo,167966,0.12183509183728201,3,2020,himachal-pradesh
Realme,85574,0.06207158680258801,3,2020,himachal-pradesh
Apple,32354,0.023468157611084003,3,2020,himachal-pradesh
Motorola,27952,0.020275141915838003,3,2020,himachal-pradesh
Lava,26803,0.019441708241636,3,2020,himachal-pradesh
Gionee,22265,0.01615004417416,3,2020,himachal-pradesh
Micromax,22029,0.015978860234115003,3,2020,himachal-pradesh
Others,185345,0.134441048167969,3,2020,himachal-pradesh
Xiaomi,448361,0.29717066794983404,4,2020,himachal-pradesh
Samsung,226491,0.150116717900588,4,2020,himachal-pradesh
Vivo,212147,0.14060961076800502,4,2020,himachal-pradesh
Oppo,186684,0.12373290490374202,4,2020,himachal-pradesh
Realme,97707,0.064759545217747,4,2020,himachal-pradesh
Apple,35276,0.023380696542737,4,2020,himachal-pradesh
Motorola,29156,0.019324401530787003,4,2020,himachal-pradesh
Lava,29138,0.019312471251340002,4,2020,himachal-pradesh
Gionee,23461,0.015549793672444,4,2020,himachal-pradesh
Micromax,23015,0.015254187859482002,4,2020,himachal-pradesh
Others,197330,0.130789002403288,4,2020,himachal-pradesh
Xiaomi,481737,0.29682781550398,1,2021,himachal-pradesh
Samsung,242485,0.14940993289384502,1,2021,himachal-pradesh
Vivo,234300,0.14436665062592702,1,2021,himachal-pradesh
Oppo,202041,0.12448989525869801,1,2021,himachal-pradesh
